neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,year
Manhattan,West Village,Entire home/apt,199,15,66,2019.0
Bronx,Allerton,Entire home/apt,125,2,271,2019.0
Brooklyn,Williamsburg,Private room,70,2,227,2019.0
Brooklyn,Williamsburg,Private room,75,4,80,2019.0
Manhattan,West Village,Private room,100,30,5,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,187,2019.0
Brooklyn,Williamsburg,Entire home/apt,350,6,1,2016.0
Brooklyn,Prospect Heights,Entire home/apt,170,3,67,2018.0
Manhattan,East Village,Entire home/apt,165,1,63,2018.0
Manhattan,Hell's Kitchen,Private room,99,1,89,2019.0
Brooklyn,East New York,Entire home/apt,169,3,177,2019.0
Brooklyn,Crown Heights,Entire home/apt,99,4,90,2019.0
Manhattan,Upper East Side,Entire home/apt,169,7,39,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,42,2019.0
Brooklyn,Prospect Heights,Entire home/apt,215,3,33,2019.0
Brooklyn,Park Slope,Entire home/apt,130,3,179,2019.0
Manhattan,East Village,Private room,110,3,81,2019.0
Manhattan,Hell's Kitchen,Private room,150,28,43,2019.0
Brooklyn,Williamsburg,Private room,65,30,52,2018.0
Queens,Sunnyside,Private room,75,2,160,2019.0
Manhattan,Chelsea,Entire home/apt,149,6,23,2018.0
Manhattan,Upper West Side,Private room,89,6,35,2017.0
Manhattan,Washington Heights,Private room,50,1,225,2019.0
Brooklyn,Prospect-Lefferts Gardens,Private room,43,1,401,2019.0
Brooklyn,Prospect-Lefferts Gardens,Private room,42,1,72,2019.0
Brooklyn,Williamsburg,Private room,85,1,46,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,3,83,2019.0
Brooklyn,Park Slope,Private room,105,1,211,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,149,1,122,2019.0
Manhattan,Harlem,Private room,68,2,295,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3,207,2019.0
Manhattan,Harlem,Private room,75,3,50,2019.0
Brooklyn,Williamsburg,Private room,100,2,273,2019.0
Manhattan,East Village,Entire home/apt,160,30,25,2018.0
Brooklyn,Park Slope,Entire home/apt,190,4,105,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,67,4,72,2016.0
Manhattan,Upper East Side,Entire home/apt,190,1,8,2016.0
Brooklyn,Clinton Hill,Entire home/apt,248,2,58,2019.0
Manhattan,Chinatown,Private room,95,3,172,2019.0
Manhattan,Theater District,Private room,150,1,330,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,123,2019.0
Brooklyn,Bushwick,Private room,41,2,55,2019.0
Brooklyn,Williamsburg,Entire home/apt,120,4,87,2019.0
Bronx,Concourse Village,Private room,50,3,258,2019.0
Brooklyn,Fort Greene,Entire home/apt,157,2,4,2018.0
Brooklyn,Williamsburg,Entire home/apt,195,14,31,2019.0
Brooklyn,Sheepshead Bay,Entire home/apt,70,4,128,2016.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,30,2019.0
Queens,Sunnyside,Private room,50,28,258,2019.0
Brooklyn,Greenpoint,Entire home/apt,185,3,228,2018.0
Manhattan,East Village,Entire home/apt,250,1,60,2019.0
Manhattan,West Village,Private room,80,90,9,2019.0
Manhattan,Theater District,Entire home/apt,230,2,179,2019.0
Brooklyn,Gowanus,Entire home/apt,100,7,9,2016.0
Brooklyn,Bushwick,Private room,40,1,1,2019.0
Manhattan,Lower East Side,Private room,200,30,25,2018.0
Staten Island,Emerson Hill,Private room,80,2,2,2018.0
Brooklyn,Bedford-Stuyvesant,Private room,79,3,152,2019.0
Queens,Long Island City,Entire home/apt,95,30,24,2019.0
Manhattan,Upper West Side,Entire home/apt,300,2,45,2019.0
Brooklyn,Fort Hamilton,Entire home/apt,100,30,7,2018.0
Manhattan,Harlem,Private room,80,7,19,2019.0
Brooklyn,Bensonhurst,Entire home/apt,110,1,24,2019.0
Brooklyn,Clinton Hill,Entire home/apt,172,4,8,2017.0
Manhattan,Harlem,Private room,100,1,33,2019.0
Manhattan,Harlem,Private room,55,4,99,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,75,3,59,2017.0
Manhattan,East Village,Entire home/apt,146,3,142,2019.0
Brooklyn,Greenpoint,Entire home/apt,116,29,22,2019.0
Manhattan,Tribeca,Private room,150,3,82,2019.0
Brooklyn,Park Slope,Private room,120,2,23,2018.0
Manhattan,Chelsea,Entire home/apt,199,4,32,2019.0
Brooklyn,Prospect Heights,Entire home/apt,150,5,24,2019.0
Manhattan,Harlem,Private room,69,1,59,2018.0
Brooklyn,Boerum Hill,Entire home/apt,230,4,18,2018.0
Manhattan,Midtown,Entire home/apt,125,4,3,2018.0
Brooklyn,Bedford-Stuyvesant,Private room,79,3,115,2019.0
Brooklyn,Fort Greene,Private room,130,3,154,2019.0
Brooklyn,Clinton Hill,Private room,239,1,164,2019.0
Staten Island,Shore Acres,Entire home/apt,75,6,76,2019.0
Brooklyn,Williamsburg,Entire home/apt,220,3,116,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,3,234,2019.0
Manhattan,East Village,Entire home/apt,288,2,120,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,4,82,2019.0
Manhattan,West Village,Entire home/apt,225,3,13,2019.0
Manhattan,Chinatown,Private room,110,30,59,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,7,63,2019.0
Manhattan,Hell's Kitchen,Private room,130,2,52,2018.0
Manhattan,East Village,Private room,89,1,278,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2,35,2019.0
Bronx,Concourse,Private room,50,5,235,2019.0
Manhattan,East Harlem,Entire home/apt,135,28,115,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3,305,2019.0
Manhattan,East Harlem,Entire home/apt,145,1,102,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,179,30,83,2019.0
Queens,Ridgewood,Private room,55,1,19,2018.0
Manhattan,Midtown,Private room,110,2,61,2019.0
Manhattan,Harlem,Entire home/apt,325,5,89,2019.0
Queens,Long Island City,Private room,75,30,65,2017.0
Brooklyn,South Slope,Entire home/apt,300,1,40,2019.0
Manhattan,West Village,Private room,130,30,80,2019.0
Manhattan,Midtown,Entire home/apt,190,30,136,2019.0
Manhattan,Lower East Side,Entire home/apt,200,3,100,2018.0
Brooklyn,Williamsburg,Entire home/apt,180,2,125,2019.0
Brooklyn,DUMBO,Entire home/apt,350,5,40,2019.0
Manhattan,Kips Bay,Entire home/apt,195,30,139,2019.0
Queens,Ditmars Steinway,Entire home/apt,75,28,49,2019.0
Manhattan,Lower East Side,Entire home/apt,100,5,8,2018.0
Brooklyn,Fort Greene,Private room,85,5,124,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,21,5,2018.0
Brooklyn,Prospect Heights,Private room,55,1,147,2019.0
Brooklyn,Clinton Hill,Private room,438,1,43,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,6,8,2019.0
Manhattan,West Village,Entire home/apt,200,2,37,2019.0
Brooklyn,Clinton Hill,Private room,279,1,120,2019.0
Brooklyn,Williamsburg,Entire home/apt,137,1,24,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,5,2017.0
Brooklyn,Williamsburg,Entire home/apt,199,30,242,2019.0
Manhattan,Inwood,Private room,71,4,229,2019.0
Bronx,Kingsbridge,Private room,42,2,108,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,2,181,2019.0
Manhattan,Chelsea,Entire home/apt,226,5,34,2019.0
Brooklyn,Crown Heights,Private room,85,3,5,2016.0
Queens,Elmhurst,Entire home/apt,79,4,60,2019.0
Manhattan,Lower East Side,Entire home/apt,154,1,238,2019.0
Brooklyn,Greenpoint,Entire home/apt,199,3,34,2019.0
Manhattan,West Village,Entire home/apt,700,3,131,2019.0
Manhattan,West Village,Entire home/apt,246,4,6,2017.0
Brooklyn,Bedford-Stuyvesant,Private room,100,1,7,2018.0
Brooklyn,Williamsburg,Entire home/apt,295,5,125,2019.0
Manhattan,Harlem,Private room,125,1,11,2017.0
Manhattan,Greenwich Village,Entire home/apt,850,3,107,2019.0
Brooklyn,Williamsburg,Private room,129,2,241,2019.0
Manhattan,Upper West Side,Private room,140,1,176,2019.0
Manhattan,Chinatown,Private room,115,4,151,2019.0
Manhattan,East Harlem,Entire home/apt,200,3,49,2018.0
Brooklyn,Sunset Park,Entire home/apt,96,120,13,2018.0
Brooklyn,Greenpoint,Entire home/apt,199,3,33,2019.0
Brooklyn,Greenpoint,Entire home/apt,199,3,24,2018.0
Brooklyn,Greenpoint,Entire home/apt,199,3,59,2019.0
Manhattan,Upper West Side,Entire home/apt,185,2,16,2019.0
Manhattan,Harlem,Private room,81,2,72,2018.0
Brooklyn,Greenpoint,Entire home/apt,199,3,24,2019.0
Brooklyn,Greenpoint,Entire home/apt,199,3,23,2019.0
Brooklyn,Greenpoint,Entire home/apt,199,3,43,2019.0
Brooklyn,Greenpoint,Entire home/apt,199,3,30,2019.0
Brooklyn,Greenpoint,Entire home/apt,199,3,39,2019.0
Brooklyn,Greenpoint,Private room,349,3,8,2018.0
Brooklyn,Greenpoint,Private room,299,3,6,2018.0
Queens,Jackson Heights,Private room,54,5,56,2019.0
Brooklyn,Greenpoint,Private room,599,3,7,2018.0
Brooklyn,Bushwick,Entire home/apt,220,2,178,2019.0
Brooklyn,Williamsburg,Private room,89,30,30,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,2,190,2019.0
Manhattan,Nolita,Entire home/apt,495,7,25,2019.0
Queens,Sunnyside,Entire home/apt,80,10,81,2019.0
Manhattan,Chelsea,Entire home/apt,760,2,7,2019.0
Brooklyn,Cobble Hill,Private room,98,4,216,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,30,31,2019.0
Brooklyn,Cypress Hills,Private room,48,90,53,2017.0
Brooklyn,Williamsburg,Private room,64,3,247,2019.0
Brooklyn,Clinton Hill,Entire home/apt,154,3,233,2019.0
Brooklyn,Park Slope,Entire home/apt,139,3,135,2019.0
Manhattan,West Village,Entire home/apt,325,4,46,2019.0
Manhattan,Harlem,Private room,58,1,143,2018.0
Staten Island,Arrochar,Entire home/apt,250,2,21,2019.0
Staten Island,Arrochar,Entire home/apt,125,2,8,2019.0
Brooklyn,Fort Greene,Entire home/apt,70,7,4,2017.0
Manhattan,Upper East Side,Entire home/apt,189,2,314,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,18,2019.0
Manhattan,Financial District,Private room,101,7,51,2019.0
Manhattan,Chelsea,Private room,95,5,20,2017.0
Manhattan,West Village,Entire home/apt,375,7,8,2017.0
Manhattan,Lower East Side,Entire home/apt,153,31,59,2019.0
Brooklyn,East Flatbush,Entire home/apt,92,4,54,2019.0
Manhattan,Lower East Side,Private room,80,5,10,2018.0
Manhattan,West Village,Entire home/apt,300,4,153,2019.0
Brooklyn,Fort Greene,Entire home/apt,145,3,110,2019.0
Manhattan,East Village,Private room,88,2,69,2019.0
Manhattan,Harlem,Entire home/apt,155,1,1,2019.0
Queens,Sunnyside,Private room,73,2,95,2019.0
Manhattan,Upper West Side,Entire home/apt,225,2,129,2019.0
Manhattan,Morningside Heights,Private room,85,7,171,2019.0
Brooklyn,Crown Heights,Private room,99,2,20,2019.0
Brooklyn,Cypress Hills,Private room,48,90,17,2017.0
Manhattan,Nolita,Entire home/apt,310,5,5,2018.0
Manhattan,Upper West Side,Entire home/apt,109,30,36,2019.0
Manhattan,Upper West Side,Entire home/apt,167,30,16,2019.0
Brooklyn,Fort Greene,Entire home/apt,147,15,5,2018.0
Manhattan,Lower East Side,Entire home/apt,195,4,68,2019.0
Manhattan,Little Italy,Entire home/apt,199,28,89,2018.0
Manhattan,Financial District,Private room,65,30,10,2019.0
Queens,Rego Park,Private room,55,1,38,2019.0
Bronx,Wakefield,Private room,50,2,15,2019.0
Brooklyn,Kensington,Private room,60,2,20,2019.0
Manhattan,East Harlem,Private room,99,3,25,2019.0
Manhattan,Harlem,Entire home/apt,130,2,35,2019.0
Manhattan,Chelsea,Entire home/apt,350,3,64,2019.0
Brooklyn,Crown Heights,Private room,50,3,26,2019.0
Queens,Long Island City,Private room,96,2,244,2019.0
Brooklyn,Bushwick,Private room,45,15,21,2019.0
Queens,Woodside,Private room,85,2,270,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,34,10,16,2019.0
Manhattan,East Village,Entire home/apt,250,3,24,2019.0
Brooklyn,Williamsburg,Private room,190,1,30,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,93,4,115,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,60,5,9,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,65,5,45,2019.0
Manhattan,Upper East Side,Entire home/apt,300,3,5,2018.0
Manhattan,Greenwich Village,Entire home/apt,150,2,203,2019.0
Manhattan,Washington Heights,Entire home/apt,56,122,20,2018.0
Manhattan,East Village,Entire home/apt,299,3,49,2018.0
Brooklyn,Greenpoint,Private room,60,4,6,2019.0
Brooklyn,Fort Greene,Entire home/apt,88,5,7,2017.0
Brooklyn,Williamsburg,Private room,60,2,35,2019.0
Manhattan,West Village,Entire home/apt,1300,5,28,2018.0
Manhattan,Harlem,Private room,99,2,54,2019.0
Brooklyn,Bushwick,Entire home/apt,110,3,115,2019.0
Brooklyn,Clinton Hill,Entire home/apt,135,5,6,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,3,204,2019.0
Brooklyn,Sunset Park,Entire home/apt,127,180,1,2016.0
Brooklyn,Prospect Heights,Entire home/apt,402,3,89,2019.0
Manhattan,Harlem,Private room,85,6,130,2019.0
Brooklyn,Greenpoint,Private room,75,7,15,2019.0
Manhattan,East Village,Entire home/apt,139,30,52,2019.0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,6,58,2017.0
Manhattan,East Harlem,Private room,50,3,208,2019.0
Queens,Astoria,Private room,30,5,3,2017.0
Brooklyn,Crown Heights,Private room,64,1,1,2017.0
Manhattan,Harlem,Entire home/apt,300,3,2,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,800,4,122,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,63,2019.0
Brooklyn,Greenpoint,Entire home/apt,140,5,14,2019.0
Manhattan,Harlem,Private room,130,1,107,2019.0
Brooklyn,Kensington,Entire home/apt,90,30,3,2017.0
Manhattan,Chinatown,Entire home/apt,90,3,107,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,97,3,29,2019.0
Brooklyn,Gowanus,Entire home/apt,91,6,69,2019.0
Brooklyn,Park Slope,Private room,125,3,232,2019.0
Manhattan,East Village,Entire home/apt,180,7,24,2018.0
Brooklyn,Williamsburg,Entire home/apt,100,19,5,2016.0
Manhattan,Hell's Kitchen,Entire home/apt,175,3,10,2019.0
Brooklyn,South Slope,Private room,65,4,36,2018.0
Manhattan,West Village,Entire home/apt,240,5,94,2019.0
Manhattan,Chelsea,Entire home/apt,385,1,63,2018.0
Brooklyn,Crown Heights,Entire home/apt,110,3,238,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,21,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,165,2,72,2018.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,2,40,2019.0
Brooklyn,Cobble Hill,Entire home/apt,140,3,103,2017.0
Brooklyn,Williamsburg,Entire home/apt,120,6,66,2019.0
Brooklyn,Fort Greene,Entire home/apt,175,3,35,2019.0
Brooklyn,Carroll Gardens,Entire home/apt,275,31,121,2019.0
Manhattan,East Village,Entire home/apt,179,8,15,2018.0
Brooklyn,Carroll Gardens,Entire home/apt,189,2,13,2016.0
Manhattan,East Village,Entire home/apt,219,2,129,2019.0
Manhattan,West Village,Entire home/apt,450,20,157,2016.0
Manhattan,SoHo,Entire home/apt,249,5,8,2016.0
Brooklyn,Greenpoint,Entire home/apt,250,4,46,2019.0
Manhattan,Chinatown,Entire home/apt,139,30,37,2019.0
Manhattan,Upper West Side,Entire home/apt,209,7,14,2019.0
Brooklyn,Crown Heights,Entire home/apt,120,5,37,2018.0
Queens,Astoria,Entire home/apt,70,5,1,2016.0
Manhattan,West Village,Private room,90,3,209,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,199,3,4,2018.0
Brooklyn,Bushwick,Private room,50,60,17,2019.0
Brooklyn,Williamsburg,Entire home/apt,157,4,54,2019.0
Brooklyn,Greenpoint,Entire home/apt,199,3,43,2019.0
Queens,Astoria,Entire home/apt,192,3,7,2017.0
Brooklyn,Greenpoint,Entire home/apt,199,3,75,2019.0
Manhattan,Upper West Side,Entire home/apt,150,1,88,2019.0
Brooklyn,Greenpoint,Entire home/apt,199,3,73,2019.0
Brooklyn,Greenpoint,Entire home/apt,199,3,89,2019.0
Brooklyn,Greenpoint,Entire home/apt,199,3,23,2019.0
Brooklyn,Williamsburg,Entire home/apt,105,3,11,2019.0
Brooklyn,Williamsburg,Private room,135,28,84,2019.0
Brooklyn,Greenpoint,Entire home/apt,199,3,54,2019.0
Brooklyn,Williamsburg,Entire home/apt,85,1,73,2019.0
Manhattan,Upper West Side,Entire home/apt,300,3,36,2019.0
Brooklyn,Williamsburg,Private room,75,2,98,2019.0
Queens,Elmhurst,Private room,55,1,63,2019.0
Brooklyn,Crown Heights,Private room,44,5,2,2017.0
Brooklyn,Bedford-Stuyvesant,Private room,55,5,18,2018.0
Brooklyn,Fort Greene,Private room,35,3,1,2018.0
Brooklyn,Williamsburg,Private room,70,1,2,2018.0
Brooklyn,Williamsburg,Entire home/apt,130,14,23,2016.0
Brooklyn,Bedford-Stuyvesant,Private room,52,2,93,2019.0
Manhattan,SoHo,Entire home/apt,250,5,152,2019.0
Brooklyn,East New York,Entire home/apt,100,1,119,2019.0
Brooklyn,Greenpoint,Entire home/apt,130,4,9,2018.0
Manhattan,Harlem,Private room,140,2,44,2019.0
Brooklyn,Flatbush,Private room,75,2,158,2019.0
Manhattan,East Harlem,Entire home/apt,150,7,12,2016.0
Manhattan,East Harlem,Entire home/apt,90,3,51,2019.0
Manhattan,Upper West Side,Entire home/apt,150,2,11,2019.0
Brooklyn,Williamsburg,Entire home/apt,180,3,236,2019.0
Brooklyn,Fort Greene,Private room,135,3,16,2018.0
Brooklyn,Bushwick,Private room,65,5,123,2019.0
Brooklyn,Greenpoint,Private room,149,14,65,2018.0
Staten Island,Clifton,Private room,59,1,50,2019.0
Manhattan,Harlem,Private room,75,3,33,2019.0
Manhattan,Harlem,Private room,75,3,30,2019.0
Brooklyn,Bedford-Stuyvesant,Private room,75,3,13,2019.0
Manhattan,Upper West Side,Entire home/apt,109,30,18,2019.0
Manhattan,East Harlem,Private room,86,3,216,2019.0
Queens,Ridgewood,Private room,52,2,98,2019.0
Brooklyn,Prospect Heights,Private room,100,2,61,2019.0
Manhattan,Lower East Side,Entire home/apt,99,30,13,2019.0
Manhattan,East Village,Private room,89,3,136,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,2,39,2019.0
Manhattan,West Village,Entire home/apt,199,14,65,2019.0
Brooklyn,Kensington,Entire home/apt,89,3,62,2019.0
Manhattan,Harlem,Private room,110,3,47,2019.0
Brooklyn,Bushwick,Entire home/apt,120,2,42,2019.0
Brooklyn,Williamsburg,Private room,59,3,207,2019.0
Brooklyn,Bay Ridge,Private room,49,4,72,2019.0
Brooklyn,Greenpoint,Private room,79,14,22,2019.0
Manhattan,Harlem,Entire home/apt,135,30,25,2019.0
Brooklyn,South Slope,Entire home/apt,185,2,215,2019.0
Brooklyn,Williamsburg,Entire home/apt,225,4,26,2017.0
Manhattan,Gramercy,Entire home/apt,245,5,18,2018.0
Manhattan,Washington Heights,Entire home/apt,115,3,18,2018.0
Brooklyn,Williamsburg,Entire home/apt,325,2,320,2019.0
Brooklyn,Williamsburg,Private room,95,2,160,2019.0
Manhattan,West Village,Private room,120,2,78,2019.0
Manhattan,Upper West Side,Entire home/apt,499,30,64,2018.0
Brooklyn,Williamsburg,Private room,75,2,219,2019.0
Manhattan,Upper East Side,Private room,109,1,66,2017.0
Brooklyn,Williamsburg,Entire home/apt,160,3,25,2018.0
Manhattan,Upper East Side,Entire home/apt,219,4,102,2019.0
Manhattan,Upper East Side,Entire home/apt,159,2,32,2019.0
Brooklyn,Clinton Hill,Private room,180,3,15,2019.0
Manhattan,Kips Bay,Entire home/apt,106,3,12,2019.0
Manhattan,Midtown,Entire home/apt,299,10,19,2019.0
Manhattan,Upper West Side,Entire home/apt,179,3,297,2019.0
Brooklyn,Crown Heights,Entire home/apt,165,3,12,2019.0
Brooklyn,Flatbush,Entire home/apt,500,4,9,2017.0
Manhattan,Chinatown,Entire home/apt,250,15,9,2016.0
Manhattan,Inwood,Private room,87,7,46,2019.0
Brooklyn,Williamsburg,Private room,79,4,42,2019.0
Manhattan,Hell's Kitchen,Private room,75,2,118,2019.0
Brooklyn,Williamsburg,Entire home/apt,200,30,53,2019.0
Manhattan,Harlem,Private room,80,1,15,2019.0
Brooklyn,East Flatbush,Entire home/apt,115,3,64,2019.0
Brooklyn,East Flatbush,Entire home/apt,115,3,51,2019.0
Brooklyn,East Flatbush,Entire home/apt,120,3,79,2019.0
Manhattan,Harlem,Private room,125,3,202,2019.0
Manhattan,Upper West Side,Entire home/apt,387,1,23,2018.0
Manhattan,Hell's Kitchen,Private room,95,6,62,2019.0
Manhattan,Upper East Side,Entire home/apt,121,1,16,2019.0
Manhattan,Hell's Kitchen,Entire home/apt,350,4,24,2017.0
Manhattan,Harlem,Private room,75,2,77,2019.0
Manhattan,Hell's Kitchen,Private room,95,5,110,2019.0
Manhattan,Harlem,Private room,89,1,56,2018.0
Brooklyn,Sunset Park,Entire home/apt,70,18,19,2016.0
Manhattan,East Village,Entire home/apt,189,3,265,2019.0
Brooklyn,Park Slope,Entire home/apt,178,30,8,2018.0
Brooklyn,Crown Heights,Entire home/apt,145,14,46,2018.0
Brooklyn,Park Slope,Entire home/apt,125,5,6,2018.0
Manhattan,Chelsea,Entire home/apt,265,4,75,2019.0
Brooklyn,Prospect-Lefferts Gardens,Private room,77,5,11,2019.0
Manhattan,Upper East Side,Private room,60,3,5,2019.0
Manhattan,Chinatown,Entire home/apt,129,3,132,2019.0
Manhattan,East Village,Entire home/apt,199,6,41,2019.0
Brooklyn,Prospect-Lefferts Gardens,Private room,92,7,34,2019.0
Manhattan,Midtown,Entire home/apt,110,7,27,2019.0
Brooklyn,Williamsburg,Private room,65,4,30,2019.0
Manhattan,Midtown,Private room,135,3,214,2019.0
Manhattan,Upper East Side,Shared room,115,30,12,2018.0
Manhattan,Harlem,Private room,175,2,6,2018.0
Brooklyn,Williamsburg,Private room,72,3,156,2019.0
Brooklyn,Park Slope,Private room,80,2,30,2018.0
Brooklyn,Greenpoint,Private room,120,5,3,2019.0
Brooklyn,Williamsburg,Private room,94,2,272,2019.0
Brooklyn,Prospect Heights,Private room,56,3,63,2019.0
Manhattan,East Village,Entire home/apt,549,30,58,2019.0
Brooklyn,Williamsburg,Private room,129,3,63,2019.0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,5,268,2019.0
Staten Island,Graniteville,Private room,20,3,80,2019.0
Manhattan,Upper West Side,Entire home/apt,145,3,22,2017.0
Manhattan,Hell's Kitchen,Entire home/apt,200,7,13,2019.0
Brooklyn,Park Slope,Entire home/apt,125,4,23,2019.0
Brooklyn,Sheepshead Bay,Entire home/apt,50,30,3,2018.0
Manhattan,Harlem,Private room,160,3,10,2018.0
Manhattan,Harlem,Private room,180,3,14,2019.0
Manhattan,Inwood,Private room,100,1,20,2019.0
Bronx,Spuyten Duyvil,Entire home/apt,120,2,47,2019.0
Staten Island,Stapleton,Private room,110,2,6,2019.0
Manhattan,Upper East Side,Private room,105,7,93,2019.0
Manhattan,Midtown,Entire home/apt,250,3,116,2016.0
Manhattan,Kips Bay,Private room,74,240,15,2018.0
Manhattan,Harlem,Entire home/apt,165,2,70,2019.0
Manhattan,Washington Heights,Private room,99,3,4,2019.0
